Date,GDPC1,PCEC96,GPDIC1,GCEC1,NETEXC,Date,GDP component sum
2013Q3,116.76291870304,116.2623995366,119.24816243848,102.49693653643,66.592622350356,2013-09-30,404.600120861866
2013Q4,117.59330272144,117.12092845248,119.68082910542,101.689154417,61.203721784078,2013-12-31,399.69463375897794
2014Q1,117.18159711912,117.97635425179,118.35313956461,101.26880195525,68.596172000055,2014-03-31,406.194467771705
2014Q2,118.68635988162,118.84626126173,123.34786258246,101.39767696426,70.485172687846,2014-06-30,414.076973496296
2014Q3,120.06901045148,119.92304270923,125.87122328828,102.07725460022,69.969640171985,2014-09-30,417.84116076971503
2014Q4,120.60811238684,121.26152032024,126.00778683244,102.02766923646,77.143564301021,2014-12-31,426.440540690161
2015Q1,121.58903459951,122.03936820547,130.40354840041,102.55597631033,85.028164617181,2015-03-31,440.027057533391
2015Q2,122.29425274093,122.80066613569,130.79610082935,103.43154856197,87.0544748098,2015-06-30,444.08279033681004
2015Q3,122.68971893439,123.74401357096,130.53198068012,103.90068175684,92.852692024979,2015-09-30,451.029368032899
2015Q4,122.86913344319,124.55289262182,128.96214625351,104.27533790296,94.112854980517,2015-12-31,451.903231758807
2016Q1,123.59305364212,125.01836010633,128.4093036677,105.36775811462,94.434238821526,2016-03-31,453.22966071017595
2016Q2,123.96678520216,126.12203523072,127.73728593404,105.20244004244,92.613395387943,2016-06-30,451.675156595143
2016Q3,124.71196861319,126.70335240026,127.98601922898,105.73832405494,90.846281760596,2016-09-30,451.273977444776
2016Q4,125.33164841258,127.6839372343,131.25011727785,105.95882637915,98.750035757684,2016-12-31,463.64291664898406
2017Q1,125.92312736678,128.40489464919,130.83975946469,105.73631247831,97.407412474519,2017-03-31,462.3883790667089
2017Q2,126.62800073739,128.80829980244,133.13490268127,106.05145948266,100.4938913439,2017-06-30,468.48855331027005
2017Q3,127.53864599355,129.78991900866,135.14570183446,105.96717442213,98.294949273839,2017-09-30,469.197744539089
2017Q4,128.73801921429,131.50180497947,136.70494476786,106.71286587645,101.53005573224,2017-12-31,476.44967135602
2018Q1,129.7201023899,131.76970737611,139.53758541476,106.94024108746,102.78748244764,2018-03-31,481.03501632597
2018Q2,130.80185247468,132.83614510173,139.79515885363,107.69240311325,100.39003859342,2018-06-30,480.71374566203
2018Q3,131.43225534993,133.49297144098,143.06501133582,107.95504796772,111.55190834093,2018-09-30,496.0649390854501
2018Q4,131.72553569644,133.35126245126,143.84602971206,107.73226585667,115.23115632264,2018-12-31,500.16071434262994
2019Q1,132.51297815842,134.76628360417,146.08917453488,108.46263580238,112.76965957442,2019-03-31,502.08775351585007
2019Q2,133.56370590628,135.75307467133,147.02969079095,109.79631110374,116.32739361934,2019-06-30,508.90647018536004
2019Q3,134.47928349589,136.6964221066,147.44400998936,110.35881498021,115.85302908001,2019-09-30,510.35227615618004
2019Q4,135.11012261176,137.1287896811,144.99182912169,111.18195213453,105.41700921491,2019-12-31,498.7195801522299
2020Q1,133.34885036525,128.49902251828,143.03060983232,112.18971849661,104.70807427151,2020-03-31,488.42742511871995
2020Q2,121.43112956769,129.56132275515,121.0071425861,113.25618936982,96.363288114892,2020-06-30,460.187942825962
2020Q3,130.59618613121,134.08049484365,140.56558573668,112.65627016815,127.01925193682,2020-09-30,514.3216026853
2020Q4,132.05269505233,132.65409559668,148.52663572894,112.51519159429,140.89373065198,2020-12-31,534.58965357189
2021Q1,134.07823764419,136.55057562812,147.66814099696,113.68495692712,152.4953888135,2021-03-31,550.3990623656999
